region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callwait,forward,confer,ebill,lninc,custcat,churn
Zone 1,24,25,Married,3,28.00,College degree,0,No,Male,3,No,Yes,Yes,Yes,10.60,0.00,40.40,25.25,23.40,267.30,0.00,920.15,530.00,533.85,Yes,No,Yes,Yes,No,No,No,Yes,3.33,E-service,No
Zone 2,56,61,Married,14,12.00,Did not complete high school,16,Yes,Female,2,No,No,Yes,No,16.85,0.00,0.00,11.25,0.00,881.65,0.00,0.00,595.00,0.00,No,No,No,No,No,No,No,No,2.48,Basic service,No
Zone 3,54,59,Unmarried,28,28.00,High school degree,15,No,Male,1,No,Yes,Yes,Yes,10.70,0.00,31.65,5.25,19.05,638.55,0.00,"1,717.70",290.00,894.10,Yes,No,No,Yes,No,No,Yes,No,3.33,E-service,No
Zone 3,43,38,Married,7,18.00,Some college,8,No,Female,3,No,Yes,No,Yes,9.40,0.00,39.55,0.00,29.40,411.15,0.00,"1,758.70",0.00,"1,159.30",Yes,Yes,Yes,Yes,Yes,No,No,No,2.89,Total service,No
Zone 1,19,35,Unmarried,7,58.00,Some college,5,No,Female,1,Yes,Yes,Yes,Yes,3.65,37.00,40.30,21.25,43.05,65.15,690.85,742.95,385.00,741.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.06,Total service,Yes
Zone 3,5,43,Unmarried,16,72.00,Some college,17,No,Female,1,Yes,No,Yes,No,5.55,15.75,0.00,6.50,0.00,23.90,62.25,0.00,25.00,0.00,No,No,No,No,Yes,Yes,Yes,No,4.28,Plus service,No
Zone 1,24,61,Married,6,112.00,College degree,3,No,Female,4,No,No,Yes,No,8.20,0.00,0.00,11.00,0.00,210.25,0.00,0.00,265.00,0.00,No,No,No,Yes,No,No,No,Yes,4.72,Basic service,Yes
Zone 3,62,35,Married,2,28.00,High school degree,8,No,Female,2,No,No,Yes,No,18.45,0.00,0.00,19.00,0.00,"1,152.70",0.00,0.00,"1,150.00",0.00,Yes,No,No,No,No,No,No,No,3.33,E-service,No
Zone 2,14,40,Unmarried,13,398.00,Post-undergraduate degree,11,No,Female,1,Yes,Yes,Yes,Yes,6.40,18.00,43.10,23.75,47.70,71.00,259.00,597.80,295.00,644.35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.99,Total service,Yes
Zone 3,60,48,Married,22,106.00,Some college,21,No,Female,3,Yes,No,Yes,Yes,13.05,44.25,0.00,17.00,69.55,760.95,"2,601.85",0.00,"1,050.00","4,154.55",Yes,Yes,Yes,No,Yes,Yes,Yes,No,4.66,Total service,No
Zone 2,30,74,Married,12,10.00,Did not complete high school,3,Yes,Female,2,Yes,No,Yes,No,7.25,30.25,0.00,17.25,0.00,225.30,906.00,0.00,585.00,0.00,No,No,No,No,Yes,Yes,Yes,No,2.30,Plus service,No
Zone 1,40,42,Married,16,108.00,Some college,17,No,Male,4,No,Yes,No,No,4.95,0.00,29.70,0.00,0.00,205.65,0.00,"1,151.35",0.00,0.00,Yes,No,No,Yes,No,No,No,Yes,4.68,E-service,Yes
Zone 2,42,50,Married,17,85.00,High school degree,15,No,Female,4,No,No,Yes,No,14.30,0.00,0.00,11.50,0.00,567.95,0.00,0.00,485.00,0.00,No,No,No,No,No,No,No,No,4.44,Basic service,No
Zone 1,20,34,Unmarried,14,51.00,Some college,9,No,Female,1,No,No,No,No,5.65,0.00,0.00,0.00,0.00,126.40,0.00,0.00,0.00,0.00,Yes,No,No,Yes,No,No,No,No,3.93,E-service,Yes
Zone 1,4,22,Married,1,22.00,High school degree,2,No,Female,3,No,No,Yes,No,2.25,0.00,0.00,23.50,0.00,8.00,0.00,0.00,85.00,0.00,No,No,No,No,No,Yes,Yes,No,3.09,Plus service,No
Zone 2,44,49,Married,2,66.00,High school degree,8,No,Female,4,Yes,No,Yes,Yes,4.25,43.25,0.00,38.75,39.55,184.90,"1,980.05",0.00,"1,655.00","1,655.90",Yes,Yes,Yes,No,Yes,Yes,Yes,No,4.19,Total service,No
Zone 3,49,63,Unmarried,18,10.00,High school degree,2,Yes,Male,1,Yes,No,Yes,No,13.90,33.25,0.00,12.75,0.00,668.95,"1,624.60",0.00,615.00,0.00,No,No,No,No,Yes,Yes,Yes,No,2.30,Plus service,No
Zone 3,5,36,Married,2,34.00,Did not complete high school,4,No,Female,2,Yes,No,No,No,3.50,19.50,0.00,0.00,0.00,14.20,105.90,0.00,0.00,0.00,No,No,No,No,No,Yes,Yes,No,3.53,Plus service,Yes
Zone 3,70,50,Married,29,67.00,Did not complete high school,22,No,Male,4,No,No,Yes,No,51.90,0.00,0.00,15.75,0.00,"3,438.40",0.00,0.00,"1,075.00",0.00,Yes,No,No,No,No,No,No,No,4.20,E-service,No
Zone 1,30,57,Married,16,19.00,Did not complete high school,1,No,Male,4,No,No,Yes,No,7.25,0.00,0.00,8.50,0.00,200.10,0.00,0.00,285.00,0.00,No,No,No,No,No,No,No,No,2.94,Basic service,Yes
Zone 2,28,48,Unmarried,20,128.00,College degree,4,No,Female,1,Yes,Yes,Yes,Yes,10.00,20.75,53.60,26.50,55.30,313.05,590.90,"1,481.35",710.00,"1,424.20",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85,Total service,Yes
Zone 1,5,28,Married,3,39.00,Post-undergraduate degree,1,No,Male,6,Yes,Yes,Yes,Yes,4.70,24.25,44.65,16.50,32.50,30.75,131.90,184.25,60.00,106.20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,3.66,Total service,No
Zone 2,27,35,Unmarried,12,56.00,Did not complete high school,3,No,Female,1,Yes,Yes,Yes,Yes,8.25,32.50,35.65,11.00,33.85,202.55,897.95,903.25,205.00,805.95,No,Yes,Yes,No,Yes,Yes,Yes,Yes,4.03,Total service,No
Zone 2,17,39,Unmarried,12,45.00,College degree,10,No,Female,1,No,Yes,No,No,8.65,0.00,28.95,0.00,0.00,133.10,0.00,450.20,0.00,0.00,No,No,No,No,No,No,No,Yes,3.81,Basic service,Yes
Zone 1,4,37,Married,8,25.00,Did not complete high school,1,No,Female,5,No,No,No,No,2.50,0.00,0.00,0.00,0.00,9.15,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.22,Basic service,No
Zone 1,30,23,Married,0,24.00,High school degree,1,No,Female,4,Yes,No,No,No,13.35,22.50,0.00,0.00,0.00,397.40,636.35,0.00,0.00,0.00,No,No,No,Yes,Yes,No,Yes,No,3.18,Plus service,No
Zone 3,71,40,Married,19,53.00,College degree,14,No,Female,2,Yes,No,Yes,Yes,10.15,40.00,0.00,27.75,38.35,781.70,"2,912.30",0.00,"2,030.00","2,590.65",Yes,No,Yes,Yes,Yes,Yes,Yes,No,3.97,Total service,No
Zone 3,67,77,Unmarried,55,49.00,Did not complete high school,45,Yes,Female,1,No,No,Yes,No,25.35,0.00,0.00,26.75,0.00,"1,692.00",0.00,0.00,"1,755.00",0.00,No,No,No,No,Yes,No,No,No,3.89,Basic service,No
Zone 3,24,48,Married,3,38.00,Did not complete high school,16,No,Female,2,No,No,Yes,No,5.55,0.00,0.00,11.25,0.00,133.40,0.00,0.00,265.00,0.00,No,No,No,No,No,No,No,No,3.64,Basic service,No
Zone 1,24,54,Married,7,84.00,Some college,10,No,Female,2,No,Yes,Yes,No,11.45,0.00,28.70,10.50,0.00,288.05,0.00,675.40,220.00,0.00,No,No,No,Yes,No,No,No,Yes,4.43,Basic service,Yes
Zone 2,59,54,Unmarried,32,126.00,Did not complete high school,22,No,Female,1,Yes,No,Yes,No,13.60,28.75,0.00,11.75,0.00,796.40,"1,625.10",0.00,660.00,0.00,No,No,No,No,Yes,Yes,Yes,No,4.84,Plus service,No
Zone 3,59,32,Unmarried,9,73.00,College degree,5,No,Male,1,Yes,No,Yes,No,29.20,21.50,0.00,12.75,0.00,"1,726.60","1,231.90",0.00,655.00,0.00,Yes,No,No,No,Yes,No,No,Yes,4.29,E-service,Yes
Zone 3,44,37,Married,1,41.00,College degree,8,No,Female,6,No,No,No,No,9.15,0.00,0.00,0.00,0.00,387.95,0.00,0.00,0.00,0.00,Yes,Yes,No,Yes,No,No,No,Yes,3.71,E-service,No
Zone 1,19,31,Married,0,22.00,College degree,2,No,Male,3,No,No,No,No,4.85,0.00,0.00,0.00,0.00,88.90,0.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,No,3.09,E-service,Yes
Zone 2,58,46,Married,23,23.00,Did not complete high school,2,No,Female,2,No,Yes,Yes,No,11.10,0.00,25.60,10.50,0.00,620.75,0.00,"1,471.40",625.00,0.00,No,No,No,Yes,No,No,No,No,3.14,Basic service,No
Zone 1,41,53,Married,22,94.00,High school degree,25,No,Male,2,No,No,Yes,No,12.65,0.00,0.00,11.75,0.00,488.15,0.00,0.00,500.00,0.00,Yes,No,No,No,No,No,Yes,No,4.54,E-service,No
Zone 2,16,33,Unmarried,1,30.00,Some college,7,No,Male,4,Yes,Yes,Yes,Yes,9.25,21.00,41.40,17.75,41.00,138.50,282.30,634.10,265.00,595.30,No,Yes,No,No,Yes,Yes,Yes,No,3.40,Plus service,Yes
Zone 3,13,36,Unmarried,11,31.00,High school degree,0,No,Male,1,No,No,No,No,2.30,0.00,0.00,0.00,0.00,30.50,0.00,0.00,0.00,0.00,No,No,No,No,No,No,Yes,No,3.43,Basic service,Yes
Zone 1,60,53,Unmarried,22,171.00,Did not complete high school,37,No,Female,1,Yes,No,Yes,No,9.90,31.75,0.00,18.00,0.00,608.65,"1,972.10",0.00,"1,070.00",0.00,No,No,No,No,Yes,Yes,Yes,No,5.14,Plus service,No
Zone 2,72,49,Married,23,102.00,Did not complete high school,27,No,Female,6,No,No,Yes,No,41.15,0.00,0.00,33.25,0.00,"3,098.55",0.00,0.00,"2,345.00",0.00,Yes,No,No,No,No,No,No,No,4.62,E-service,No
Zone 2,33,39,Unmarried,17,27.00,College degree,3,No,Female,1,Yes,Yes,Yes,Yes,9.70,21.75,41.75,8.50,61.60,294.80,680.30,"1,342.05",255.00,"2,019.75",Yes,Yes,Yes,Yes,Yes,No,No,Yes,3.30,Total service,No
Zone 2,72,45,Married,25,98.00,College degree,20,No,Female,2,No,No,Yes,Yes,30.25,0.00,0.00,13.25,42.85,"2,182.65",0.00,0.00,900.00,"2,940.35",Yes,Yes,Yes,No,Yes,Yes,Yes,No,4.58,Total service,No
Zone 1,66,54,Married,8,591.00,College degree,25,No,Female,2,Yes,Yes,Yes,Yes,25.00,34.25,45.00,16.00,53.00,"1,636.25","2,242.55","2,816.25","1,005.00","3,538.50",Yes,Yes,Yes,No,Yes,Yes,Yes,No,6.38,Total service,No
Zone 3,53,37,Married,7,25.00,Did not complete high school,2,No,Female,6,Yes,No,Yes,No,5.40,52.00,0.00,34.00,0.00,291.50,"2,794.95",0.00,"1,660.00",0.00,No,No,No,No,Yes,Yes,Yes,No,3.22,Plus service,No
Zone 2,22,28,Married,0,36.00,College degree,0,No,Male,4,Yes,Yes,Yes,Yes,9.70,21.50,39.90,9.50,42.90,220.75,480.10,857.20,175.00,883.20,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3.58,Total service,No
Zone 2,14,26,Married,1,25.00,High school degree,0,No,Female,3,No,No,No,No,4.40,0.00,0.00,0.00,0.00,71.20,0.00,0.00,0.00,0.00,No,No,No,No,No,Yes,No,No,3.22,Plus service,No
Zone 1,52,49,Unmarried,18,69.00,High school degree,13,No,Female,2,No,No,Yes,Yes,18.35,0.00,0.00,19.00,34.50,893.25,0.00,0.00,935.00,"1,711.70",No,No,No,No,Yes,Yes,Yes,No,4.23,Plus service,No
Zone 3,33,30,Married,5,22.00,Did not complete high school,0,No,Male,2,Yes,No,Yes,Yes,5.55,33.75,0.00,37.25,30.00,211.05,"1,129.25",0.00,"1,215.00",946.80,No,No,Yes,No,Yes,Yes,Yes,No,3.09,Plus service,No
Zone 3,72,66,Unmarried,26,67.00,High school degree,37,Yes,Female,1,Yes,No,Yes,No,39.10,65.00,0.00,39.75,0.00,"2,743.65","4,748.45",0.00,"2,830.00",0.00,Yes,No,No,No,Yes,Yes,Yes,No,4.20,Plus service,No
Zone 1,40,40,Married,3,73.00,College degree,12,No,Female,4,No,No,Yes,Yes,10.00,0.00,0.00,14.00,27.15,376.60,0.00,0.00,555.00,"1,035.50",Yes,Yes,No,No,Yes,Yes,Yes,No,4.29,Plus service,Yes
Zone 2,29,26,Unmarried,1,22.00,College degree,2,No,Female,1,No,Yes,Yes,Yes,6.10,0.00,47.00,24.25,35.55,175.30,0.00,"1,265.65",710.00,965.90,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,3.09,Total service,Yes
Zone 3,63,67,Unmarried,22,9.00,High school degree,12,Yes,Male,1,No,No,Yes,No,18.05,0.00,0.00,19.00,0.00,"1,140.20",0.00,0.00,"1,135.00",0.00,No,No,No,No,Yes,Yes,Yes,No,2.20,Plus service,No
Zone 2,56,54,Unmarried,25,147.00,Some college,31,No,Female,1,Yes,Yes,Yes,Yes,12.70,24.50,39.05,24.25,34.20,763.10,"1,348.15","2,108.10","1,310.00","1,848.85",Yes,No,Yes,Yes,No,No,No,Yes,4.99,E-service,No
Zone 3,60,50,Married,26,239.00,High school degree,19,No,Female,2,Yes,No,Yes,Yes,21.50,77.75,0.00,10.25,64.20,"1,377.00","4,628.50",0.00,570.00,"3,756.15",No,Yes,Yes,No,Yes,Yes,Yes,No,5.48,Total service,No
Zone 3,28,22,Married,3,23.00,Some college,1,No,Male,5,No,No,No,No,10.95,0.00,0.00,0.00,0.00,263.95,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,Yes,3.14,Basic service,No
Zone 2,39,39,Unmarried,19,29.00,College degree,6,No,Male,1,No,No,Yes,No,5.95,0.00,0.00,21.25,0.00,227.85,0.00,0.00,835.00,0.00,Yes,No,No,Yes,No,No,Yes,No,3.37,E-service,No
Zone 3,65,39,Married,18,32.00,High school degree,15,No,Male,4,No,No,Yes,No,21.10,0.00,0.00,9.75,0.00,"1,432.80",0.00,0.00,585.00,0.00,No,No,No,No,No,Yes,No,No,3.47,Plus service,No
Zone 3,29,31,Unmarried,7,30.00,Some college,7,No,Female,1,Yes,No,Yes,No,7.60,33.75,0.00,14.50,0.00,240.85,937.85,0.00,395.00,0.00,No,No,Yes,No,Yes,Yes,Yes,No,3.40,Plus service,No
Zone 3,28,36,Unmarried,8,57.00,High school degree,13,No,Female,2,Yes,No,Yes,No,9.60,21.75,0.00,17.25,0.00,272.85,607.95,0.00,435.00,0.00,No,No,No,No,Yes,Yes,Yes,No,4.04,Plus service,No
Zone 1,2,18,Unmarried,0,20.00,High school degree,0,No,Male,1,Yes,No,Yes,Yes,3.75,22.25,0.00,23.50,27.10,4.45,44.65,0.00,15.00,25.65,No,No,Yes,No,Yes,Yes,Yes,No,3.00,Plus service,Yes
Zone 3,67,52,Unmarried,13,248.00,High school degree,20,No,Female,3,Yes,Yes,Yes,No,35.85,39.75,34.30,22.25,0.00,"2,368.90","2,522.75","2,170.85","1,435.00",0.00,Yes,No,No,No,No,Yes,Yes,No,5.51,Plus service,No
Zone 3,5,35,Married,9,59.00,Some college,8,No,Female,5,Yes,Yes,Yes,Yes,3.10,18.50,37.90,22.75,26.40,21.45,114.80,140.35,120.00,109.60,No,No,Yes,Yes,Yes,No,No,Yes,4.08,Total service,No
Zone 3,48,35,Unmarried,10,24.00,High school degree,6,No,Male,1,Yes,No,Yes,No,16.95,43.00,0.00,28.50,0.00,874.45,"2,007.40",0.00,"1,270.00",0.00,No,No,No,No,No,Yes,Yes,No,3.18,Plus service,No
Zone 2,10,26,Married,4,25.00,Did not complete high school,4,No,Female,3,No,No,No,No,3.70,0.00,0.00,0.00,0.00,38.20,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.22,Basic service,No
Zone 2,17,28,Unmarried,3,37.00,Some college,2,No,Female,1,No,No,No,No,5.50,0.00,0.00,0.00,0.00,84.25,0.00,0.00,0.00,0.00,Yes,No,No,No,No,Yes,Yes,No,3.61,Plus service,Yes
Zone 1,21,24,Married,0,30.00,College degree,0,No,Female,5,Yes,Yes,Yes,Yes,17.80,23.75,36.30,10.50,31.75,374.05,513.65,738.90,205.00,642.20,Yes,Yes,No,Yes,Yes,Yes,No,Yes,3.40,Total service,No
Zone 2,25,51,Unmarried,9,66.00,College degree,13,No,Male,2,Yes,Yes,Yes,Yes,6.45,16.25,48.15,31.00,34.55,140.85,415.55,"1,202.65",790.00,828.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.19,Total service,No
Zone 3,44,31,Unmarried,8,16.00,Did not complete high school,3,No,Male,1,No,No,Yes,No,14.40,0.00,0.00,12.00,0.00,632.95,0.00,0.00,490.00,0.00,No,No,No,No,No,No,No,No,2.77,Basic service,Yes
Zone 2,59,49,Unmarried,28,429.00,College degree,23,No,Female,2,Yes,Yes,Yes,Yes,10.20,24.25,42.85,16.00,43.35,592.20,"1,524.80","2,444.70",885.00,"2,450.90",Yes,No,Yes,No,No,Yes,Yes,Yes,6.06,Total service,Yes
Zone 2,11,26,Unmarried,7,20.00,High school degree,4,No,Male,1,No,No,No,No,6.95,0.00,0.00,0.00,0.00,84.05,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.00,Basic service,No
Zone 2,50,68,Married,32,262.00,Some college,28,No,Male,2,Yes,Yes,Yes,Yes,12.40,20.50,40.80,18.25,25.15,601.10,993.65,"2,025.25",870.00,"1,217.35",No,No,No,Yes,No,Yes,Yes,Yes,5.57,Plus service,No
Zone 3,23,25,Married,2,28.00,Some college,1,No,Female,5,No,No,No,No,4.15,0.00,0.00,0.00,0.00,94.25,0.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,No,3.33,E-service,No
Zone 1,17,19,Unmarried,0,18.00,High school degree,0,No,Female,2,No,Yes,No,No,7.10,0.00,24.95,0.00,0.00,120.35,0.00,401.80,0.00,0.00,Yes,No,No,Yes,No,No,No,Yes,2.89,E-service,Yes
Zone 1,15,62,Married,3,144.00,Some college,21,No,Male,2,Yes,No,Yes,Yes,5.25,15.50,0.00,31.75,33.95,81.05,237.90,0.00,490.00,446.10,No,Yes,No,No,Yes,Yes,Yes,No,4.97,Plus service,No
Zone 2,68,57,Married,38,33.00,Did not complete high school,9,No,Female,2,No,No,Yes,No,13.50,0.00,0.00,19.00,0.00,901.00,0.00,0.00,"1,240.00",0.00,Yes,No,No,No,No,No,No,No,3.50,E-service,No
Zone 1,69,42,Married,23,19.00,Some college,0,No,Female,2,No,Yes,Yes,No,25.95,0.00,36.90,18.75,0.00,"1,812.15",0.00,"2,630.50","1,270.00",0.00,No,No,No,Yes,No,No,No,Yes,2.94,Basic service,No
Zone 1,30,24,Married,3,30.00,Did not complete high school,7,No,Female,5,No,No,No,No,6.75,0.00,0.00,0.00,0.00,171.75,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.40,Basic service,Yes
Zone 3,22,30,Unmarried,8,41.00,High school degree,8,No,Male,1,Yes,No,Yes,Yes,6.10,22.75,0.00,13.25,21.35,119.95,441.25,0.00,290.00,467.05,No,Yes,No,No,Yes,No,Yes,No,3.71,Plus service,No
Zone 2,10,20,Married,1,20.00,High school degree,0,No,Female,4,No,No,No,No,5.90,0.00,0.00,0.00,0.00,48.95,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.00,Basic service,Yes
Zone 1,72,59,Married,12,65.00,Some college,21,No,Female,6,No,Yes,Yes,No,34.65,0.00,36.45,40.75,0.00,"2,519.30",0.00,"2,583.90","2,910.00",0.00,Yes,No,No,No,No,No,No,No,4.17,E-service,No
Zone 2,34,24,Married,5,17.00,College degree,0,No,Female,2,No,No,Yes,No,15.25,0.00,0.00,4.75,0.00,522.45,0.00,0.00,150.00,0.00,No,No,No,No,No,No,Yes,No,2.83,Plus service,No
Zone 2,43,49,Married,18,66.00,Did not complete high school,22,No,Male,4,No,No,Yes,No,8.60,0.00,0.00,20.75,0.00,376.70,0.00,0.00,875.00,0.00,Yes,No,No,No,Yes,No,Yes,No,4.19,Plus service,No
Zone 3,31,37,Married,15,18.00,College degree,5,No,Male,3,Yes,Yes,Yes,Yes,5.20,19.50,47.25,15.75,39.80,151.70,611.10,"1,457.95",460.00,"1,170.30",No,Yes,Yes,Yes,No,Yes,No,Yes,2.89,Total service,No
Zone 2,6,27,Married,5,26.00,College degree,2,No,Male,5,Yes,No,No,No,5.60,12.00,0.00,0.00,0.00,30.35,72.50,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.26,Basic service,Yes
Zone 2,48,42,Unmarried,21,46.00,College degree,4,No,Male,1,No,No,Yes,No,14.45,0.00,0.00,41.50,0.00,618.10,0.00,0.00,"1,935.00",0.00,No,No,No,No,Yes,Yes,No,No,3.83,Plus service,No
Zone 2,50,25,Unmarried,6,19.00,Did not complete high school,5,No,Male,3,No,No,Yes,No,7.25,0.00,0.00,7.50,0.00,356.15,0.00,0.00,375.00,0.00,No,No,No,No,No,No,No,No,2.94,Basic service,No
Zone 3,20,41,Married,19,58.00,High school degree,6,No,Female,2,No,No,No,No,5.25,0.00,0.00,0.00,0.00,98.20,0.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,No,4.06,E-service,No
Zone 3,61,73,Unmarried,10,25.00,Did not complete high school,21,Yes,Male,1,No,No,Yes,No,16.65,0.00,0.00,71.00,0.00,965.60,0.00,0.00,"4,350.00",0.00,No,No,No,No,No,No,No,No,3.22,Basic service,No
Zone 2,6,21,Unmarried,0,15.00,High school degree,1,No,Female,1,No,No,No,No,3.65,0.00,0.00,0.00,0.00,19.40,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,2.71,Basic service,No
Zone 2,1,22,Unmarried,2,35.00,High school degree,2,No,Male,1,No,No,No,No,1.65,0.00,0.00,0.00,0.00,1.65,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,Yes,3.56,Basic service,Yes
Zone 1,21,43,Unmarried,13,41.00,High school degree,1,No,Female,1,Yes,Yes,Yes,Yes,6.15,23.75,45.40,12.25,37.25,118.15,497.15,878.60,195.00,763.50,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.71,Total service,Yes
Zone 3,7,32,Unmarried,1,71.00,College degree,3,No,Male,2,Yes,Yes,No,Yes,3.60,15.25,41.00,0.00,28.05,19.10,122.10,245.65,0.00,157.15,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,4.26,Total service,No
Zone 3,65,56,Married,19,608.00,Some college,34,No,Female,2,Yes,No,Yes,Yes,14.55,69.50,0.00,20.25,68.30,964.85,"4,584.80",0.00,"1,300.00","4,325.60",No,Yes,Yes,No,Yes,Yes,Yes,No,6.41,Total service,No
Zone 1,64,37,Unmarried,10,44.00,College degree,9,No,Female,1,No,Yes,Yes,No,16.15,0.00,35.05,22.00,0.00,965.30,0.00,"2,337.25","1,350.00",0.00,Yes,Yes,No,No,No,Yes,No,Yes,3.78,E-service,No
Zone 3,4,30,Unmarried,0,41.00,High school degree,0,No,Male,2,No,No,No,No,2.00,0.00,0.00,0.00,0.00,9.90,0.00,0.00,0.00,0.00,No,No,No,No,Yes,Yes,No,No,3.71,Plus service,Yes
Zone 1,67,45,Married,22,83.00,Some college,11,No,Female,2,No,No,Yes,No,27.00,0.00,0.00,10.75,0.00,"1,724.80",0.00,0.00,640.00,0.00,Yes,No,No,No,No,Yes,No,Yes,4.42,E-service,No
Zone 2,22,35,Unmarried,12,28.00,High school degree,3,No,Male,2,No,No,No,No,6.60,0.00,0.00,0.00,0.00,180.55,0.00,0.00,0.00,0.00,Yes,No,Yes,Yes,No,No,No,No,3.33,E-service,Yes
Zone 3,51,37,Married,17,101.00,High school degree,10,No,Female,2,No,No,Yes,No,14.95,0.00,0.00,9.50,0.00,736.85,0.00,0.00,480.00,0.00,Yes,No,No,No,Yes,Yes,No,No,4.62,Plus service,No
Zone 1,50,28,Unmarried,6,28.00,Did not complete high school,10,No,Female,1,Yes,Yes,Yes,Yes,6.40,17.25,36.85,12.75,22.00,330.95,851.70,"1,869.40",600.00,997.00,Yes,No,No,No,Yes,Yes,Yes,No,3.33,Plus service,No
Zone 1,31,47,Married,18,35.00,High school degree,0,No,Male,2,No,No,No,No,11.95,0.00,0.00,0.00,0.00,390.60,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.56,Basic service,No
Zone 3,4,28,Unmarried,0,39.00,High school degree,3,No,Female,1,Yes,No,Yes,No,7.10,15.00,0.00,12.75,0.00,23.80,70.45,0.00,25.00,0.00,No,No,No,No,Yes,Yes,No,No,3.66,Plus service,Yes
Zone 3,60,56,Unmarried,19,51.00,College degree,11,No,Male,1,No,Yes,Yes,Yes,15.25,0.00,57.45,28.50,67.00,873.70,0.00,"3,404.10","1,630.00","4,046.25",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.93,Total service,No
Zone 3,7,31,Married,12,31.00,High school degree,7,No,Female,6,No,No,No,No,5.05,0.00,0.00,0.00,0.00,38.05,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,Yes,3.43,Basic service,Yes
Zone 3,20,40,Unmarried,2,209.00,College degree,15,No,Female,1,No,No,Yes,No,7.20,0.00,0.00,4.75,0.00,172.10,0.00,0.00,80.00,0.00,Yes,No,No,No,No,No,No,Yes,5.34,E-service,No
Zone 2,19,23,Married,4,37.00,Some college,1,No,Female,4,Yes,Yes,No,No,8.40,17.50,24.80,0.00,0.00,136.05,302.50,446.00,0.00,0.00,No,No,No,No,Yes,No,Yes,No,3.61,Plus service,Yes
Zone 3,58,37,Married,5,64.00,College degree,8,No,Female,2,Yes,Yes,Yes,Yes,10.80,58.75,63.25,37.75,109.70,634.75,"3,525.55","3,521.45","2,305.00","6,444.95",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.16,Total service,Yes
Zone 3,65,64,Unmarried,20,88.00,Some college,26,No,Female,1,Yes,Yes,Yes,Yes,15.10,36.25,39.90,24.00,48.80,"1,017.90","2,202.45","2,534.25","1,620.00","3,242.75",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.48,Total service,Yes
Zone 3,72,61,Married,34,61.00,Did not complete high school,8,No,Male,3,No,No,Yes,No,27.35,0.00,0.00,13.25,0.00,"1,980.15",0.00,0.00,895.00,0.00,Yes,No,No,No,No,No,No,No,4.11,E-service,No
Zone 3,8,42,Unmarried,3,66.00,Some college,10,No,Male,1,No,No,Yes,Yes,1.95,0.00,0.00,27.50,21.50,16.85,0.00,0.00,185.00,157.55,No,Yes,No,Yes,Yes,Yes,Yes,Yes,4.19,Total service,No
Zone 2,33,40,Married,14,19.00,Some college,5,No,Male,2,No,No,Yes,No,5.05,0.00,0.00,8.50,0.00,178.90,0.00,0.00,315.00,0.00,No,No,No,No,No,No,No,No,2.94,Basic service,No
Zone 3,18,34,Married,4,42.00,High school degree,14,No,Female,5,Yes,No,Yes,No,6.45,19.00,0.00,17.00,0.00,104.05,318.75,0.00,240.00,0.00,No,Yes,Yes,No,Yes,Yes,Yes,No,3.74,Total service,No
Zone 2,24,31,Married,6,41.00,High school degree,13,No,Male,5,Yes,No,Yes,No,8.50,20.00,0.00,13.00,0.00,196.80,480.70,0.00,275.00,0.00,No,No,No,No,Yes,Yes,No,No,3.71,Plus service,No
Zone 3,70,36,Unmarried,8,50.00,Did not complete high school,15,No,Female,1,No,No,Yes,No,20.55,0.00,0.00,20.75,0.00,"1,407.15",0.00,0.00,"1,370.00",0.00,Yes,No,No,No,No,No,No,No,3.91,E-service,No
